4006_A014;UART FIFO Transmit Count (UART0_TCFIFO);8; R;00h;59.4.20/ 1941
4006_A015;UART FIFO Receive Watermark (UART0_RWFIFO);8;R/W;01h;59.4.21/ 1941
4006_A016;UART FIFO Receive Count (UART0_RCFIFO);8;R;00h;59.4.22/ 1942
4006_A018;UART 7816 Control Register (UART0_C7816);8;R/W;00h;59.4.23/ 1942
4006_A019;UART 7816 Interrupt Enable Register (UART0_IE7816);8;R/W;00h;59.4.24/ 1944
4006_A01A;UART 7816 Interrupt Status Register (UART0_IS7816);8;R/W;00h;59.4.25/ 1945
4006_A01B;UART 7816 Wait Parameter Register (UART0_WP7816T0);8;R/W;00h;59.4.26/ 1947
4006_A01B;UART 7816 Wait Parameter Register (UART0_WP7816T1);8;R/W;00h;59.4.26/ 1947
4006_A01C;UART 7816 Wait N Register (UART0_WN7816);8;R/W;00h;59.4.27/ 1947
4006_A01D;UART 7816 Wait FD Register (UART0_WF7816);8;R/W;01h;59.4.28/ 1948
4006_A01E;UART 7816 Error Threshold Register (UART0_ET7816);8;R/W;00h;59.4.29/ 1948
4006_A01F;UART 7816 Transmit Length Register (UART0_TL7816);8;R/W;00h;59.4.30/ 1949
4006_B000;UART Baud Rate Registers: High (UART1_BDH); 8; R/W; 00h; 59.4.1/1919
4006_B001;UART Baud Rate Registers: Low (UART1_BDL); 8; R/W; 04h; 59.4.2/1920
4006_B002;UART Control Register 1 (UART1_C1); 8; R/W; 00h; 59.4.3/1921
4006_B003;UART Control Register 2 (UART1_C2); 8; R/W; 00h; 59.4.4/1922
4006_B004;UART Status Register 1 (UART1_S1); 8; R; C0h; MUST CHECK
4006_B005; UART Status Register 2 (UART1_S2); 8; R/W; 00h;
4006_B006; UART Control Register 3 (UART1_C3); 8; R/W; 00h;
4006_B007; UART Data Register (UART1_D); 8; R/W; 00h;
4006_B008; UART Match Address Registers 1 (UART1_MA1); 8; R/W; 00h;
4006_B009; UART Match Address Registers 2 (UART1_MA2); 8; R/W; 00h;
4006_B00A; UART Control Register 4 (UART1_C4); 8; R/W; 00h;
4006_B00B; UART Control Register 5 (UART1_C5); 8; R/W; 00h;
4006_B00C; UART Extended Data Register (UART1_ED); 8; R; 00h;
4006_B00D; UART Modem Register (UART1_MODEM); 8; R/W; 00h;
4006_B00E; UART Infrared Register (UART1_IR); 8; R/W; 00h;
4006_B010; UART FIFO Parameters (UART1_PFIFO); 8; R/W; 00h;
4006_B011; UART FIFO Control Register (UART1_CFIFO); 8; R/W; 00h;
4006_B012; UART FIFO Status Register (UART1_SFIFO); 8; R/W; C0h;
4006_B013; UART FIFO Transmit Watermark (UART1_TWFIFO); 8; R/W; 00h;
4006_B014; UART FIFO Transmit Count (UART1_TCFIFO); 8; R; 00h;
4006_B015; UART FIFO Receive Watermark (UART1_RWFIFO); 8; R/W; 01h;
4006_B016; UART FIFO Receive Count (UART1_RCFIFO); 8; R; 00h;
4006_B018; UART 7816 Control Register (UART1_C7816); 8; R/W; 00h;
4006_B019; UART 7816 Interrupt Enable Register (UART1_IE7816); 8; R/W; 00h;
4006_B01A; UART 7816 Interrupt Status Register (UART1_IS7816); 8; R/W; 00h;
4006_B01B; UART 7816 Wait Parameter Register (UART1_WP7816T0);8;R/W;00h;59.4.26/ 1947
4006_B01B; UART 7816 Wait Parameter Register (UART1_WP7816T1);8;R/W;00h;59.4.26/ 1947
4006_B01C; UART 7816 Wait N Register (UART1_WN7816); 8; R/W; 00h;
4006_B01D; UART 7816 Wait FD Register (UART1_WF7816); 8; R/W; 01h;
4006_B01E; UART 7816 Error Threshold Register (UART1_ET7816); 8; R/W; 00h;
4006_B01F; UART 7816 Transmit Length Register (UART1_TL7816); 8; R/W; 00h;
4006_C000; UART Baud Rate Registers: High (UART2_BDH); 8; R/W; 00h;
4006_C001; UART Baud Rate Registers: Low (UART2_BDL); 8; R/W; 04h;
4006_C002; UART Control Register 1 (UART2_C1); 8; R/W; 00h;
4006_C003; UART Control Register 2 (UART2_C2); 8; R/W; 00h;
4006_C004; UART Status Register 1 (UART2_S1); 8; R; C0h;MUST CHECK
4006_C005; UART Status Register 2 (UART2_S2); 8; R/W; 00h;
4006_C006; UART Control Register 3 (UART2_C3); 8; R/W; 00h;
4006_C007; UART Data Register (UART2_D); 8; R/W; 00h; 59.4.8/1930
4006_C008; UART Match Address Registers 1 (UART2_MA1); 8; R/W; 00h; 59.4.9/1931
4006_C009; UART Match Address Registers 2 (UART2_MA2); 8; R/W; 00h;
4006_C00A; UART Control Register 4 (UART2_C4); 8; R/W; 00h;
4006_C00B; UART Control Register 5 (UART2_C5); 8; R/W; 00h;
4006_C00C; UART Extended Data Register (UART2_ED); 8; R; 00h;
4006_C00D; UART Modem Register (UART2_MODEM); 8; R/W; 00h;
4006_C00E; UART Infrared Register (UART2_IR); 8; R/W; 00h;
4006_C010; UART FIFO Parameters (UART2_PFIFO); 8; R/W; 00h;
4006_C011; UART FIFO Control Register (UART2_CFIFO); 8; R/W; 00h;
4006_C012; UART FIFO Status Register (UART2_SFIFO); 8; R/W; C0h;
4006_C013; UART FIFO Transmit Watermark (UART2_TWFIFO); 8; R/W; 00h;
4006_C014; UART FIFO Transmit Count (UART2_TCFIFO); 8; R; 00h;
4006_C015; UART FIFO Receive Watermark (UART2_RWFIFO); 8; R/W; 01h;
4006_C016; UART FIFO Receive Count (UART2_RCFIFO); 8; R; 00h;
4006_C018; UART 7816 Control Register (UART2_C7816); 8; R/W; 00h;
4006_C019; UART 7816 Interrupt Enable Register (UART2_IE7816); 8; R/W; 00h;
4006_C01A; UART 7816 Interrupt Status Register (UART2_IS7816); 8; R/W; 00h;
4006_C01B; UART 7816 Wait Parameter Register (UART2_WP7816T0);8;R/W;00h;59.4.26/ 1947
4006_C01B; UART 7816 Wait Parameter Register (UART2_WP7816T1);8;R/W;00h;59.4.26/ 1947
4006_C01C; UART 7816 Wait N Register (UART2_WN7816); 8; R/W; 00h;
4006_C01D; UART 7816 Wait FD Register (UART2_WF7816); 8; R/W; 00h;
4006_C01E; UART 7816 Error Threshold Register (UART2_ET7816); 8; R/W; 00h;
4006_C01F; UART 7816 Transmit Length Register (UART2_TL7816); 8; R/W; 00h;
4006_D000; UART Baud Rate Registers: High (UART3_BDH); 8; R/W; 00h; 59.4.1/1919
4006_D001; UART Baud Rate Registers: Low (UART3_BDL); 8; R/W; 04h; 59.4.2/1920
4006_D002; UART Control Register 1 (UART3_C1); 8; R/W; 00h; 59.4.3/1921
4006_D003; UART Control Register 2 (UART3_C2); 8; R/W; 00h;
4006_D004; UART Status Register 1 (UART3_S1); 8; R; C0h;MUST CHECK
4006_D005; UART Status Register 2 (UART3_S2); 8; R/W; 00h;
4006_D006; UART Control Register 3 (UART3_C3); 8; R/W; 00h;
4006_D007; UART Data Register (UART3_D); 8; R/W; 00h;
4006_D008; UART Match Address Registers 1 (UART3_MA1); 8; R/W; 00h;
4006_D009; UART Match Address Registers 2 (UART3_MA2); 8; R/W; 00h;
4006_D00A; UART Control Register 4 (UART3_C4); 8; R/W; 00h;
4006_D00B; UART Control Register 5 (UART3_C5); 8; R/W; 00h;
4006_D00C; UART Extended Data Register (UART3_ED); 8; R; 00h;
4006_D00D; UART Modem Register (UART3_MODEM); 8; R/W; 00h;
4006_D00E; UART Infrared Register (UART3_IR); 8; R/W; 00h;
4006_D010; UART FIFO Parameters (UART3_PFIFO); 8; R/W; 00h;
4006_D011; UART FIFO Control Register (UART3_CFIFO); 8; R/W; 00h;
4006_D012; UART FIFO Status Register (UART3_SFIFO); 8; R/W; C0h;
4006_D013; UART FIFO Transmit Watermark (UART3_TWFIFO); 8; R/W; 00h;
4006_D014; UART FIFO Transmit Count (UART3_TCFIFO); 8; R; 00h;
4006_D015; UART FIFO Receive Watermark (UART3_RWFIFO); 8; R/W; 01h;
4006_D016; UART FIFO Receive Count (UART3_RCFIFO); 8; R; 00h;
4006_D018; UART 7816 Control Register (UART3_C7816); 8; R/W; 00h;
4006_D019; UART 7816 Interrupt Enable Register (UART3_IE7816); 8; R/W; 00h;
4006_D01A; UART 7816 Interrupt Status Register (UART3_IS7816); 8; R/W; 00h;
4006_D01B; UART 7816 Wait Parameter Register (UART3_WP7816T0);8;R/W;00h;59.4.26/ 1947
4006_D01B; UART 7816 Wait Parameter Register (UART3_WP7816T1);8;R/W;00h;59.4.26/ 1947
4006_D01C; UART 7816 Wait N Register (UART3_WN7816); 8; R/W; 00h;
4006_D01D; UART 7816 Wait FD Register (UART3_WF7816); 8; R/W; 01h;
4006_D01E; UART 7816 Error Threshold Register (UART3_ET7816); 8; R/W; 00h;
4006_D01F; UART 7816 Transmit Length Register (UART3_TL7816); 8; R/W; 00h;
400E_A000; UART Baud Rate Registers: High (UART4_BDH); 8; R/W; 00h;
400E_A001; UART Baud Rate Registers: Low (UART4_BDL); 8; R/W; 04h;
400E_A002; UART Control Register 1 (UART4_C1); 8; R/W; 00h;
400E_A003; UART Control Register 2 (UART4_C2); 8; R/W; 00h;
400E_A004; UART Status Register 1 (UART4_S1); 8; R; C0h; MUST CHECK
400E_A005; UART Status Register 2 (UART4_S2); 8; R/W; 00h; 59.4.6/1927
400E_A006; UART Control Register 3 (UART4_C3); 8; R/W; 00h; 59.4.7/1929
400E_A007; UART Data Register (UART4_D); 8; R/W; 00h; 59.4.8/1930
400E_A008; UART Match Address Registers 1 (UART4_MA1); 8; R/W; 00h; 59.4.9/1931
400E_A009; UART Match Address Registers 2 (UART4_MA2); 8; R/W; 00h;
400E_A00A; UART Control Register 4 (UART4_C4); 8; R/W; 00h;
400E_A00B; UART Control Register 5 (UART4_C5); 8; R/W; 00h;
400E_A00C; UART Extended Data Register (UART4_ED); 8; R; 00h;
400E_A00D; UART Modem Register (UART4_MODEM); 8; R/W; 00h;
400E_A00E; UART Infrared Register (UART4_IR); 8; R/W; 00h;
400E_A010; UART FIFO Parameters (UART4_PFIFO); 8; R/W; 00h;
400E_A011; UART FIFO Control Register (UART4_CFIFO); 8; R/W; 00h;
400E_A012; UART FIFO Status Register (UART4_SFIFO); 8; R/W; C0h;
400E_A013; UART FIFO Transmit Watermark (UART4_TWFIFO); 8; R/W; 00h;
400E_A014; UART FIFO Transmit Count (UART4_TCFIFO); 8; R; 00h;
400E_A015; UART FIFO Receive Watermark (UART4_RWFIFO); 8; R/W; 01h;
400E_A016; UART FIFO Receive Count (UART4_RCFIFO); 8; R; 00h;
400E_A018; UART 7816 Control Register (UART4_C7816); 8; R/W; 00h;
400E_A019; UART 7816 Interrupt Enable Register (UART4_IE7816); 8; R/W; 00h;
400E_A01A; UART 7816 Interrupt Status Register (UART4_IS7816); 8; R/W; 00h;
400E_A01B; UART 7816 Wait Parameter Register (UART4_WP7816T0);8;R/W;00h;59.4.26/ 1947
400E_A01B; UART 7816 Wait Parameter Register (UART4_WP7816T1);8;R/W;00h;59.4.26/ 1947
400E_A01C; UART 7816 Wait N Register (UART4_WN7816); 8; R/W; 00h;
400E_A01D; UART 7816 Wait FD Register (UART4_WF7816); 8; R/W; 01h;
400E_A01E; UART 7816 Error Threshold Register (UART4_ET7816); 8; R/W; 00h;
400E_A01F; UART 7816 Transmit Length Register (UART4_TL7816); 8; R/W; 00h;
400E_B000; UART Baud Rate Registers: High (UART5_BDH); 8; R/W; 00h;
400E_B001; UART Baud Rate Registers: Low (UART5_BDL); 8; R/W; 04h;
400E_B002; UART Control Register 1 (UART5_C1); 8; R/W; 00h;
400E_B003; UART Control Register 2 (UART5_C2); 8; R/W; 00h;
400E_B004; UART Status Register 1 (UART5_S1); 8; R; C0h; MUST CHECK
400E_B005; UART Status Register 2 (UART5_S2); 8; R/W; 00h; 59.4.6/1927
400E_B006; UART Control Register 3 (UART5_C3); 8; R/W; 00h; 59.4.7/1929
400E_B007; UART Data Register (UART5_D); 8; R/W; 00h; 59.4.8/1930
400E_B008; UART Match Address Registers 1 (UART5_MA1); 8; R/W; 00h; 59.4.9/1931
400E_B009; UART Match Address Registers 2 (UART5_MA2); 8; R/W; 00h;
400E_B00A; UART Control Register 4 (UART5_C4); 8; R/W; 00h;
400E_B00B; UART Control Register 5 (UART5_C5); 8; R/W; 00h;
400E_B00C; UART Extended Data Register (UART5_ED); 8; R; 00h;
400E_B00D; UART Modem Register (UART5_MODEM); 8; R/W; 00h;
400E_B00E; UART Infrared Register (UART5_IR); 8; R/W; 00h;
400E_B010; UART FIFO Parameters (UART5_PFIFO); 8; R/W; 00h;
400E_B011; UART FIFO Control Register (UART5_CFIFO); 8; R/W; 00h;
400E_B012; UART FIFO Status Register (UART5_SFIFO); 8; R/W; C0h;
400E_B013; UART FIFO Transmit Watermark (UART5_TWFIFO); 8; R/W; 00h;
400E_B014; UART FIFO Transmit Count (UART5_TCFIFO); 8; R; 00h;
400E_B015; UART FIFO Receive Watermark (UART5_RWFIFO); 8; R/W; 01h;
400E_B016; UART FIFO Receive Count (UART5_RCFIFO); 8; R; 00h;
400E_B018; UART 7816 Control Register (UART5_C7816); 8; R/W; 00h;
400E_B019; UART 7816 Interrupt Enable Register (UART5_IE7816); 8; R/W; 00h;
400E_B01A; UART 7816 Interrupt Status Register (UART5_IS7816); 8; R/W; 00h;
400E_B01B;UART 7816 Wait Parameter Register (UART5_WP7816T0);8;R/W;00h;59.4.26/ 1947
400E_B01B;UART 7816 Wait Parameter Register (UART5_WP7816T1);8;R/W;00h;59.4.26/ 1947
400E_B01C; UART 7816 Wait N Register (UART5_WN7816); 8; R/W; 00h;
400E_B01D; UART 7816 Wait FD Register (UART5_WF7816); 8; R/W; 01h;
400E_B01E; UART 7816 Error Threshold Register (UART5_ET7816); 8; R/W; 00h;
400E_B01F; UART 7816 Transmit Length Register (UART5_TL7816); 8; R/W; 00h;

====

UARTx_BDH field descriptions;
7 LBKDIE;LIN Break Detect Interrupt Enable
;Enables the LIN break detect flag, LBKDIF, to generate interrupt requests based on the state of LBKDDMAS. 
;0;LBKDIF interrupt and DMA transfer requests disabled.
;1;LBKDIF interrupt or DMA transfer requests enabled.
6 RXEDGIE;RxD Input Active Edge Interrupt Enable
;Enables the receive input active edge, RXEDGIF, to generate interrupt requests.
;0;Hardware interrupts from RXEDGIF disabled using polling.
;1;RXEDGIF interrupt request enabled.
5 SBNS;Stop Bit Number Select
;SBNS selects the number of stop bits present in a data frame. This field valid for all 8, 9 and 10 bit data formats available. This field is not valid when C7816[ISO7816E] is enabled.
;0;Data frame consists of a single stop bit.
;1;Data frame consists of two stop bits.
4-0 SBR;UART Baud Rate Bits
;The baud rate for the UART is determined by the 13 SBR fields. See Baud rate generation for details.
;NOTE:•The baud rate generator is disabled until C2[TE] or C2[RE] is set for the first time after reset. The baud rate generator is disabled when SBR = 0.•Writing to BDH has no effect without writing to BDL, because writing to BDH puts the data in a temporary location until BDL is written.

UARTx_BDL field descriptions;
7-0 SBR;UART Baud Rate Bits
;The baud rate for the UART is determined by the 13 SBR fields. See Baud rate generation for details.
;NOTE: •The baud rate generator is disabled until C2[TE] or C2[RE] is set for the first time after reset.The baud rate generator is disabled when SBR = 0. •Writing to BDH has no effect without writing to BDL, because writing to BDH puts the data. •When the 1/32;narrow pulse width is selected for infrared (IrDA), the baud rate fields must be even, the least significant bit is 0. See MODEM register for more details.

UARTx_C1 field descriptions;
7 LOOPS;Loop Mode Select
;When LOOPS is set, the RxD pin is disconnected from the UART and the transmitter output is internally connected to the receiver input. The transmitter and the receiver must be enabled to use the loop function.
;0; Normal operation.
;1; Loop mode where transmitter output is internally connected to receiver input. The receiver input is determined by RSRC.
6 UARTSWAI;UART Stops in Wait Mode,
;0; UART clock continues to run in Wait mode.
;1; UART clock freezes while CPU is in Wait mode.
5 RSRC;Receiver Source Select,
;This field has no meaning or effect unless the LOOPS field is set. When LOOPS is set, the RSRC field determines the source for the receiver shift register input.
;0; Selects internal loop back mode. The receiver input is internally connected to transmitter output.
;1; Single wire UART mode where the receiver input is connected to the transmit pin input signal.
4 M;9-bit or 8-bit Mode Select
;This field must be set when C7816[ISO_7816E] is set/enabled.
;0; Normal—start + 8 data bits (MSB/LSB first as determined by MSBF) + stop.
;1; Use—start + 9 data bits (MSB/LSB first as determined by MSBF) + stop.
3 WAKE;Receiver Wakeup Method Select
;Determines which condition wakes the UART: • Address mark in the most significant bit position of a received data character, or • An idle condition on the receive pin input signal.
;0; Idle line wakeup.
;1; Address mark wakeup.
2 ILT;Idle Line Type Select
;Determines when the receiver starts counting logic 1s as idle character bits. The count begins either after a valid start bit or after the stop bit. If the count begins after the start bit, then a string of logic 1s preceding the stop bit can cause false recognition of an idle character. Beginning the count after the stop bit avoids false idle character recognition, but requires properly synchronized transmissions.
;NOTE: • In case the UART is programmed with ILT = 1, a logic of 1'b0 is automatically shifted after a received stop bit, therefore resetting the idle count.• In case the UART is programmed for IDLE line wakeup (RWU = 1 and WAKE = 0), ILT has no effect on when the receiver starts counting logic 1s as idle character bits. In idle line wakeup, an idle character is recognized at anytime the receiver sees 10, 11, or 12 1s depending on the M, PE, and C4[M10] fields.
;0; Idle character bit count starts after start bit.
;1; Idle character bit count starts after stop bit.
1 PE;Parity Enable
;Enables the parity function. When parity is enabled, parity function inserts a parity bit in the bit position immediately preceding the stop bit. This field must be set when C7816[ISO_7816E] is set/enabled.
;0; Parity function disabled.
;1; Parity function enabled.
0 PT;Parity Type
;Determines whether the UART generates and checks for even parity or odd parity. With even parity, an even number of 1s clears the parity bit and an odd number of 1s sets the parity bit. With odd parity, an odd number of 1s clears the parity bit and an even number of 1s sets the parity bit. This field must be cleared when C7816[ISO_7816E] is set/enabled.
;0; Even parity.
;1; Odd parity.

UARTx_C2 field descriptions;
7 TIE;Transmitter Interrupt or DMA Transfer Enable.
;Enables S1[TDRE] to generate interrupt requests or DMA transfer requests, based on the state of C5[TDMAS].
;NOTE: If C2[TIE] and C5[TDMAS] are both set, then TCIE must be cleared, and D[D] must not be written unless servicing a DMA request.
;0;TDRE interrupt and DMA transfer requests disabled.
;1;TDRE interrupt or DMA transfer requests enabled.
6 TCIE;Transmission Complete Interrupt or DMA Transfer Enable
;Enables the transmission complete flag, S1[TC], to generate interrupt requests . or DMA transfer requests based on the state of C5[TCDMAS]
;NOTE: If C2[TCIE] and C5[TCDMAS] are both set, then TIE must be cleared, and D[D] must not be written unless servicing a DMA request.
;0;TC interrupt and DMA transfer requests disabled.
;1;TC interrupt or DMA transfer requests enabled.
5 RIE;Receiver Full Interrupt or DMA Transfer Enable
;Enables S1[RDRF] to generate interrupt requests or DMA transfer requests, based on the state of C5[RDMAS].
;0;RDRF interrupt and DMA transfer requests disabled.
;1;RDRF interrupt or DMA transfer requests enabled.
4 ILIE;Idle Line Interrupt DMA Transfer Enable
;Enables the idle line flag, S1[IDLE], to generate interrupt requests or DMA transfer requests based on the state of C5[ILDMAS].
;0;IDLE interrupt requests disabled.
;1;IDLE interrupt requests enabled.
3 TE;Transmitter Enable
;Enables the UART transmitter. TE can be used to queue an idle preamble by clearing and then setting TE. When C7816[ISO_7816E] is set/enabled and C7816[TTYPE] = 1, this field is automatically cleared after the requested block has been transmitted. This condition is detected when TL7816[TLEN] = 0 and four additional characters are transmitted.
;0;Transmitter off.
;1;Transmitter on.
2 RE;Receiver Enable
;Enables the UART receiver.
;0;Receiver off.
;1;Receiver on.
1 RWU;Receiver Wakeup Control
;This field can be set to place the UART receiver in a standby state. RWU automatically clears when an RWU event occurs, that is, an IDLE event when C1[WAKE] is clear or an address match when C1[WAKE] is set. This field must be cleared when C7816[ISO_7816E] is set.
;NOTE: RWU must be set only with C1[WAKE] = 0 (wakeup on idle) if the channel is currently not idle. This can be determined by S2[RAF]. If the flag is set to wake up an IDLE event and the channel is already idle, it is possible that the UART will discard data. This is because the data must be received or a LIN break detected after an IDLE is detected before IDLE is allowed to reasserted.
;0; Normal operation.
;1; RWU enables the wakeup function and inhibits further receiver interrupt requests. Normally, hardware wakes the receiver by automatically clearing RWU.
0 SBK;Send Break
;Toggling SBK sends one break character from the following: See Transmitting break characters for the number of logic 0s for the different configurations. Toggling implies clearing the SBK field before the break character has finished transmitting. As long as SBK is set, the transmitter continues to send complete break characters (10, 11, or 12 bits, or 13 or 14 bits, or 15 or 16 bits). Ensure that C2[TE] is asserted atleast 1 clock before assertion of this bit.
;• 10, 11, or 12 logic 0s if S2[BRK13] is cleared,
;• 13 or 14 logic 0s if S2[BRK13] is set.
;• 15 or 16 logic 0s if BDH[SBNS] is set.
;This field must be cleared when C7816[ISO_7816E] is set.
;0;Normal transmitter operation.
;1;Queue break characters to be sent.

UARTx_S1 field descriptions;
7 TDRE;Transmit Data Register Empty Flag
;TDRE will set when the number of datawords in the transmit buffer (D and C3[T8]) is equal to or less than the number indicated by TWFIFO[TXWATER]. A character that is in the process of being transmitted is not included in the count. To clear TDRE, read S1 when TDRE is set and then write to the UART data register (D). For more efficient interrupt servicing, all data except the final value to be written to the buffer must be written to D/C3[T8]. Then S1 can be read before writing the final data value, resulting in the clearing of the TRDE flag. This is more efficient because the TDRE reasserts until the watermark has been exceeded. So, attempting to clear the TDRE with every write will be ineffective until sufficient data has been written.
;0;The amount of data in the transmit buffer is greater than the value indicated by TWFIFO[TXWATER].
;1;The amount of data in the transmit buffer is less than or equal to the value indicated by TWFIFO[TXWATER] at some point in time since the flag has been cleared.
6 TC;Transmit Complete Flag
;TC is set when the transmit buffer is empty and no data, preamble, or break character is being transmitted. When TC is set, the transmit data output signal becomes idle (logic 1). TC is cleared by reading S1 with TC set and then doing one of the following: When C7816[ISO_7816E] is set/enabled, this field is set after any NACK signal has been received, but prior to any corresponding guard times expiring.
;•Writing to D to transmit new data.
;•Queuing a preamble by clearing and then setting C2[TE].
;•Queuing a break character by writing 1 to SBK in C2.
;0;Transmitter active (sending data, a preamble, or a break).
;1;Transmitter idle (transmission activity complete).
5 RDRF;Receive Data Register Full Flag
;RDRF is set when the number of datawords in the receive buffer is equal to or more than the number indicated by RWFIFO[RXWATER]. A dataword that is in the process of being received is not included in the count. To clear RDRF, read S1 when RDRF is set and then read D. For more efficient interrupt and DMA operation, read all data except the final value from the buffer, using D/C3[T8]/ED. Then read S1 and the final data value, resulting in the clearing of the RDRF flag. Even if RDRF is set, data will continue to be received until an overrun condition occurs.RDRF is prevented from setting while S2[LBKDE] is set. Additionally, when S2[LBKDE] is set, the received datawords are stored in the receive buffer but over-write each other.
;0;The number of datawords in the receive buffer is less than the number indicated by RXWATER.
;1;The number of datawords in the receive buffer is equal to or greater than the number indicated by RXWATER at some point in time since this flag was last cleared.
4 IDLE;Idle Line Flag
;After the IDLE flag is cleared, a frame must be received (although not necessarily stored in the data buffer, for example if C2[RWU] is set), or a LIN break character must set the S2[LBKDIF] flag before an idle condition can set the IDLE flag. To clear IDLE, read UART status S1 with IDLE set and then read D. IDLE is set when either of the following appear on the receiver input:
;•10 consecutive logic 1s if C1[M] = 0.
;•11 consecutive logic 1s if C1[M] = 1 and C4[M10] = 0.
;•12 consecutive logic 1s if C1[M] = 1, C4[M10] = 1, and C1[PE] = 1.
;Idle detection is not supported when 7816E is set/enabled and hence this flag is ignored.
;NOTE: When RWU is set and WAKE is cleared, an idle line condition sets the IDLE flag if RWUID is set, else the IDLE flag does not become set.
;0;Receiver input is either active now or has never become active since the IDLE flag was last cleared.
;1;Receiver input has become idle or the flag has not been cleared since it last asserted.
3 OR;Receiver Overrun Flag
;OR is set when software fails to prevent the receive data register from overflowing with data. The OR bit is set immediately after the stop bit has been completely received for the dataword that overflows the buffer and all the other error flags (FE, NF, and PF) are prevented from setting. The data in the shift register is lost, but the data already in the UART data registers is not affected. If the OR flag is set, no data is stored in the data buffer even if sufficient room exists. Additionally, while the OR flag is set, the RDRF and IDLE flags are blocked from asserting, that is, transition from an inactive to an active state. To clear OR, read S1 when OR is set and then read D. See functional description for more details regarding the operation of the OR bit.If LBKDE is enabled and a LIN Break is detected, the OR field asserts if S2[LBKDIF] is not cleared before the next data character is received. In 7816 mode, it is possible to configure a NACK to be returned by programing C7816[ONACK].
;0;No overrun has occurred since the last time the flag was cleared.
;1;Overrun has occurred or the overrun flag has not been cleared since the last overrun occured.
2 NF;Noise Flag
;NF is set when the UART detects noise on the receiver input. NF does not become set in the case of an overrun or while the LIN break detect feature is enabled (S2[LBKDE] = 1). When NF is set, it indicates only that a dataword has been received with noise since the last time it was cleared. There is no guarantee that the first dataword read from the receive buffer has noise or that there is only one dataword in the buffer that was received with noise unless the receive buffer has a depth of one. To clear NF, read S1 and then read D.
;0;No noise detected since the last time this flag was cleared. If the receive buffer has a depth greater than 1 then there may be data in the receiver buffer that was received with noise.
;1;At least one dataword was received with noise detected since the last time the flag was cleared.
1 FE;Framing Error Flag
