400C_0234;Tx 256- to 511-byte Packets Statistic Register (ENET_RMON_T_P256TO511) ;32;R;0000_0000h; 
400C_0238;Tx 512- to 1023-byte Packets Statistic Register (ENET_RMON_T_P512TO1023) ;32;R;0000_0000h; 
400C_023C;Tx 1024- to 2047-byte Packets Statistic Register (ENET_RMON_T_P1024TO2047) ;32;R;0000_0000h; 
400C_0240;Tx Packets Greater Than 2048 Bytes Statistic Register (ENET_RMON_T_P_GTE2048) ;32;R;0000_0000h; 
400C_0244;Tx Octets Statistic Register (ENET_RMON_T_OCTETS);32;R;0000_0000h; 
400C_024C;Frames Transmitted OK Statistic Register (ENET_IEEE_T_FRAME_OK);32;R;0000_0000h; 
400C_0250;Frames Transmitted with Single Collision Statistic Register (ENET_IEEE_T_1COL);32;R;0000_0000h; 
400C_0254;Frames Transmitted with Multiple Collisions Statistic Register (ENET_IEEE_T_MCOL);32;R;0000_0000h; 
400C_0258;Frames Transmitted after Deferral Delay Statistic Register (ENET_IEEE_T_DEF);32;R;0000_0000h; 
400C_025C;Frames Transmitted with Late Collision Statistic Register (ENET_IEEE_T_LCOL);32;R;0000_0000h; 
400C_0260;Frames Transmitted with Excessive Collisions Statistic Register (ENET_IEEE_T_EXCOL);32;R;0000_0000h; 
400C_0264;Frames Transmitted with Tx FIFO Underrun Statistic Register (ENET_IEEE_T_MACERR);32;R;0000_0000h; 
400C_0268;Frames Transmitted with Carrier Sense Error Statistic Register (ENET_IEEE_T_CSERR);32;R;0000_0000h; 
400C_0270;Flow Control Pause Frames Transmitted Statistic Register (ENET_IEEE_T_FDXFC);32;R;0000_0000h; 
400C_0274;Octet Count for Frames Transmitted w/o Error Statistic Register (ENET_IEEE_T_OCTETS_OK);32;R;0000_0000h; 
400C_0284;Rx Packet Count Statistic Register (ENET_RMON_R_PACKETS);32;R;0000_0000h; 
400C_0288;Rx Broadcast Packets Statistic Register (ENET_RMON_R_BC_PKT);32;R;0000_0000h; 
400C_028C;Rx Multicast Packets Statistic Register (ENET_RMON_R_MC_PKT);32;R;0000_0000h; 
400C_0290;Rx Packets with CRC/Align Error Statistic Register (ENET_RMON_R_CRC_ALIGN);32;R;0000_0000h; 
400C_0294;Rx Packets with Less Than 64 Bytes and Good CRC Statistic Register (ENET_RMON_R_UNDERSIZE) ;32;R;0000_0000h; 
400C_0298;Rx Packets Greater Than MAX_FL and Good CRC Statistic Register (ENET_RMON_R_OVERSIZE) ;32;R;0000_0000h; 
400C_029C;Rx Packets Less Than 64 Bytes and Bad CRC Statistic Register (ENET_RMON_R_FRAG) ;32;R;0000_0000h; 
400C_02A0;Rx Packets Greater Than MAX_FL Bytes and Bad CRC Statistic Register (ENET_RMON_R_JAB) ;32;R;0000_0000h; 
400C_02A8;Rx 64-Byte Packets Statistic Register (ENET_RMON_R_P64) ;32;R;0000_0000h; 
400C_02AC;Rx 65- to 127-Byte Packets Statistic Register (ENET_RMON_R_P65TO127) ;32;R;0000_0000h; 
400C_02B0;Rx 128- to 255-Byte Packets Statistic Register (ENET_RMON_R_P128TO255) ;32;R;0000_0000h; 
400C_02B4;Rx 256- to 511-Byte Packets Statistic Register (ENET_RMON_R_P256TO511);32;R;0000_0000h; 
400C_02B8;Rx 512- to 1023-Byte Packets Statistic Register (ENET_RMON_R_P512TO1023);32;R;0000_0000h; 
400C_02BC;Rx 1024- to 2047-Byte Packets Statistic Register (ENET_RMON_R_P1024TO2047);32;R;0000_0000h; 
400C_02C0;Rx Packets Greater than 2048 Bytes Statistic Register (ENET_RMON_R_GTE2048);32;R;0000_0000h; 
400C_02C4;Rx Octets Statistic Register (ENET_RMON_R_OCTETS);32;R;0000_0000h; 
400C_02C8;Frames not Counted Correctly Statistic Register (ENET_IEEE_R_DROP);32;R;0000_0000h; 
400C_02CC;Frames Received OK Statistic Register (ENET_IEEE_R_FRAME_OK);32;R;0000_0000h; 
400C_02D0;Frames Received with CRC Error Statistic Register (ENET_IEEE_R_CRC);32;R;0000_0000h; 
400C_02D4;Frames Received with Alignment Error Statistic Register (ENET_IEEE_R_ALIGN);32;R;0000_0000h; 
400C_02D8;Receive FIFO Overflow Count Statistic Register (ENET_IEEE_R_MACERR);32;R;0000_0000h; 
400C_02DC;Flow Control Pause Frames Received Statistic Register (ENET_IEEE_R_FDXFC);32;R;0000_0000h; 
400C_02E0;Octet Count for Frames Received without Error Statistic Register (ENET_IEEE_R_OCTETS_OK);32;R;0000_0000h; 
400C_0400;Adjustable Timer Control Register (ENET_ATCR);32;R/W;0000_0000h; 
400C_0404;Timer Value Register (ENET_ATVR);32;R/W;0000_0000h; 
400C_0408;Timer Offset Register (ENET_ATOFF);32;R/W;0000_0000h; 
400C_040C;Timer Period Register (ENET_ATPER);32;R/W;3B9A_CA00h; 
400C_0410 ;Timer Correction Register (ENET_ATCOR);32;R/W;0000_0000h; 
400C_0414 ;Time-Stamping Clock Period Register (ENET_ATINC);32;R/W;0000_0000h; 
400C_0418 ;Timestamp of Last Transmitted Frame (ENET_ATSTMP);32;R;0000_0000h; 
400C_0604 ;Timer Global Status Register (ENET_TGSR);32;R/W;0000_0000h; 
400C_0608 ;Timer Control Status Register (ENET_TCSR0);32;R/W;0000_0000h; 
400C_060C;Timer Compare Capture Register (ENET_TCCR0);32;R/W;0000_0000h; 
400C_0610;Timer Control Status Register (ENET_TCSR1);32;R/W;0000_0000h; 
400C_0614;Timer Compare Capture Register (ENET_TCCR1);32;R/W;0000_0000h; 
400C_0618;Timer Control Status Register (ENET_TCSR2);32;R/W;0000_0000h; 
400C_061C;Timer Compare Capture Register (ENET_TCCR2);32;R/W;0000_0000h; 
400C_0620;Timer Control Status Register (ENET_TCSR3);32;R/W;0000_0000h; 
400C_0624;Timer Compare Capture Register (ENET_TCCR3);32;R/W;0000_0000h; 
====
ENET_EIR field descriptions;
31 Reserved;This field is reserved. w1c
;This read-only field is reserved and always has the value 0.
30 BABR;Babbling Receive Error w1c
;Indicates a frame was received with length in excess of RCR[MAX_FL] bytes.
29 BABT;Babbling Transmit Error w1c
;Indicates the transmitted frame length exceeds RCR[MAX_FL] bytes. Usually this condition is caused when a frame that is too long is placed into the transmit data buffer(s). Truncation does not occur.
28 GRA;Graceful Stop Complete w1c
;This interrupt is asserted after the transmitter is put into a pause state after completion of the frame currently being transmitted. See Graceful Transmit Stop (GTS) for conditions that lead to graceful stop.
;NOTE: The GRA interrupt is asserted only when the TX transitions into the stopped state. If this bit is cleared by writing 1 and the TX is still stopped, the bit is not set again.
27 TXF;Transmit Frame Interrupt w1c
;Indicates a frame has been transmitted and the last corresponding buffer descriptor has been updated.
26 TXB;Transmit Buffer Interrupt w1c
;Indicates a transmit buffer descriptor has been updated.
25 RXF;Receive Frame Interrupt w1c
;Indicates a frame has been received and the last corresponding buffer descriptor has been updated.
24 RXB;Receive Buffer Interrupt w1c
;Indicates a receive buffer descriptor is not the last in the frame has been updated.
23 MII;MII Interrupt. w1c
;Indicates that the MII has completed the data transfer requested.
22 EBERR;Ethernet Bus Error w1c
;Indicates a system bus error occurred when a uDMA transaction is underway. When this bit is set, ECR[ETHEREN] is cleared, halting frame processing by the MAC. When this occurs, software must ensure proper actions, possibly resetting the system, to resume normal operation.
21 LC; Late Collision w1c
;Indicates a collision occurred beyond the collision window (slot time) in half-duplex mode. The frame truncates with a bad CRC and the remainder of the frame is discarded.
20 RL;Collision Retry Limit w1c
;Indicates a collision occurred on each of 16 successive attempts to transmit the frame. The frame is discarded without being transmitted and transmission of the next frame commences. This error can only occur in half-duplex mode.
19 UN;Transmit FIFO Underrun w1c
;Indicates the transmit FIFO became empty before the complete frame was transmitted. A bad CRC is appended to the frame fragment and the remainder of the frame is discarded.
18 PLR;Payload Receive Error w1c
;Indicates a frame was received with a payload length error. See Frame Length/Type Verification: Payload Length Check for more information.
17 WAKEUP;Node Wakeup Request Indication w1c
;Read-only status bit to indicate that a magic packet has been detected. Will act only if ECR[MAGICEN] is set.
16 TS_AVAIL;Transmit Timestamp Available w1c
;Indicates that the timestamp of the last transmitted timing frame is available in the ATSTMP register.
15 TS_TIMER;Timestamp Timer w1c
;The adjustable timer reached the period event. A period event interrupt can be generated if ATCR[PEREN] is set and the timer wraps according to the periodic setting in the ATPER register. Set the timer period value before setting ATCR[PEREN].
14-0 Reserved;This field is reserved. w1c
;This read-only field is reserved and always has the value 0.

ENET_EIMR field descriptions;
31 Reserved;This field is reserved.
;This read-only field is reserved and always has the value 0.
30 BABR;BABR Interrupt Mask
;Corresponds to interrupt source EIR[BABR] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR BABR field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
;0; The corresponding interrupt source is masked.
;1; The corresponding interrupt source is not masked.
29 BABT;BABT Interrupt Mask
;Corresponds to interrupt source EIR[BABT] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR BABT field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
;0; The corresponding interrupt source is masked.
;1; The corresponding interrupt source is not masked.
28 GRA; GRA Interrupt Mask
;Corresponds to interrupt source EIR[GRA] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR GRA field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
;0; The corresponding interrupt source is masked.
;1; The corresponding interrupt source is not masked.
27 TXF;TXF Interrupt Mask
;Corresponds to interrupt source EIR[TXF] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR TXF field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
;0; The corresponding interrupt source is masked.
;1; The corresponding interrupt source is not masked.
26 TXB;TXB Interrupt Mask
;Corresponds to interrupt source EIR[TXB] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR TXF field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
;0; The corresponding interrupt source is masked.
;1; The corresponding interrupt source is not masked.
25 RXF;RXF Interrupt Mask
;Corresponds to interrupt source EIR[RXF] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR RXF field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
24 RXB;RXB Interrupt Mask
;Corresponds to interrupt source EIR[RXB] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR RXB field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
23 MII;MII Interrupt Mask
;Corresponds to interrupt source EIR[MII] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR MII field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
22 EBERR;EBERR Interrupt Mask
;Corresponds to interrupt source EIR[EBERR] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR EBERR field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
21 LC;LC Interrupt Mask
;Corresponds to interrupt source EIR[LC] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR LC field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
20 RL;RL Interrupt Mask
;Corresponds to interrupt source EIR[RL] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR RL field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
19 UN;UN Interrupt Mask
;Corresponds to interrupt source EIR[UN] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR UN field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
18 PLR;PLR Interrupt Mask
;Corresponds to interrupt source EIR[PLR] and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR PLR field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
17 WAKEUP;WAKEUP Interrupt Mask
;Corresponds to interrupt source EIR[WAKEUP] register and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR WAKEUP field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
16 TS_AVAIL;TS_AVAIL Interrupt Mask
;Corresponds to interrupt source EIR[TS_AVAIL] register and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR TS_AVAIL field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
15 TS_TIMER;TS_TIMER Interrupt Mask
;Corresponds to interrupt source EIR[TS_TIMER] register and determines whether an interrupt condition can generate an interrupt. At every module clock, the EIR samples the signal generated by the interrupting source. The corresponding EIR TS_TIMER field reflects the state of the interrupt signal even if the corresponding EIMR field is cleared.
14-0 Reserved;This field is reserved.
;This read-only field is reserved and always has the value 0.

ENET_RDAR field descriptions;
31-25 Reserved;This field is reserved.
;This read-only field is reserved and always has the value 0.
24 RDAR;Receive Descriptor Active
;Always set to 1 when this register is written, regardless of the value written. This field is cleared by the MAC device when no additional empty descriptors remain in the receive ring. It is also cleared when ECR[ETHEREN] transitions from set to cleared or when ECR[RESET] is set.
23-0 Reserved;This field is reserved.
;This read-only field is reserved and always has the value 0.

ENET_TDAR field descriptions;
31-25 Reserved;This field is reserved.
;This read-only field is reserved and always has the value 0.
24 TDAR;Transmit Descriptor Active
;Always set to 1 when this register is written, regardless of the value written. This bit is cleared by the MAC device when no additional ready descriptors remain in the transmit ring. Also cleared when ECR[ETHEREN] transitions from set to cleared or when ECR[RESET] is set.
23-0 Reserved;This field is reserved.
;This read-only field is reserved and always has the value 0

ENET_ECR field descriptions;
31-12 Reserved;This field is reserved.
;This field must be set to F_0000h.
12-9 Reserved;This field is reserved.
;This read-only field is reserved and always has the value 0.
8 DBSWP;Descriptor Byte Swapping Enable
;Swaps the byte locations of the buffer descriptors. NOTE: This field must be written to 1 after reset.
;0; The buffer descriptor bytes are not swapped to support big-endian devices.
;1; The buffer descriptor bytes are swapped to support little-endian devices.
7 STOPEN;STOPEN Signal Control
;Controls device behavior in doze mode.
;In doze mode, if this field is set then all the clocks of the ENET assembly are disabled, except the RMII / MII clock. Doze mode is similar to a conditional stop mode entry for the ENET assembly depending on ECR[STOPEN].
;NOTE: If module clocks are gated in this mode, the module can still wake the system after receiving a magic packet in stop mode. MAGICEN must be set prior to entering sleep/stop mode.
6 DBGEN;Debug Enable
;Enables the MAC to enter hardware freeze mode when the device enters debug mode.
;0; MAC continues operation in debug mode.
;1; MAC enters hardware freeze mode when the processor is in debug mode.
5 Reserved;This field is reserved.
;This write-only field is reserved. It must always be written with the value 0.
4 EN1588;EN1588 Enable
;Enables enhanced functionality of the MAC.
;0; Legacy FEC buffer descriptors and functions enabled.
;1; Enhanced frame time-stamping functions enabled.
3 SLEEP;Sleep Mode Enable
;0; Normal operating mode.
;1; Sleep mode.
2 MAGICEN;Magic Packet Detection Enable Enables/disables magic packet detection.
;NOTE: MAGICEN is relevant only if the SLEEP field is set. If MAGICEN is set, changing the SLEEP field enables/disables sleep mode and magic packet detection.
;0; Magic detection logic disabled.
;1; The MAC core detects magic packets and asserts EIR[WAKEUP] when a frame is detected.
1 ETHEREN;Ethernet Enable
;Enables/disables the Ethernet MAC. When the MAC is disabled, the buffer descriptors for an aborted transmit frame are not updated. The uDMA, buffer descriptor, and FIFO control logic are reset, including the buffer descriptor and FIFO pointers.
;Hardware clears this field under the following conditions:
;• RESET is set by software
;• An error condition causes the EBERR field to set.
;NOTE: • ETHEREN must be set at the very last step during ENET configuration/setup/initialization, only after all other ENET-related registers have been configured.
;• If ETHEREN is cleared to 0 by software then then next time ETHEREN is set, the EIR interrupts must cleared to 0 due to previous pending interrupts.
;0; Reception immediately stops and transmission stops after a bad CRC is appended to any currently transmitted frame.
;1; MAC is enabled, and reception and transmission are possible.
0 RESET;Ethernet MAC Reset
;When this field is set, it clears the ETHEREN field.

ENET_MMFR field descriptions;
31-30 ST;Start Of Frame Delimiter
;These fields must be programmed to 01 for a valid MII management frame.
29-28 OP;Operation Code
;Determines the frame operation.
;00; Write frame operation, but not MII compliant.
;01; Write frame operation for a valid MII management frame.
;10; Read frame operation for a valid MII management frame.
;11; Read frame operation, but not MII compliant.
27-23 PA;PHY Address
;Specifies one of up to 32 attached PHY devices.
22-18 RA;Register Address
;Specifies one of up to 32 registers within the specified PHY device.
17-16 TA;Turn Around
;This field must be programmed to 10 to generate a valid MII management frame.
15-0 DATA;Management Frame Data
;This is the field for data to be written to or read from the PHY register.

ENET_MSCR field descriptions;
31-11 Reserved;This field is reserved.
;This read-only field is reserved and always has the value 0.
10-8 HOLDTIME;Hold time On MDIO Output
;IEEE802.3 clause 22 defines a minimum of 10 ns for the hold time on the MDIO output. Depending on the host bus frequency, the setting may need to be increased.
;000; 1 internal module clock cycle
;001; 2 internal module clock cycles
;010; 3 internal module clock cycles 
;111; 8 internal module clock cycles
7 DIS_PRE;Disable Preamble
;Enables/disables prepending a preamble to the MII management frame. The MII standard allows the preamble to be dropped if the attached PHY devices do not require it.
;0; Preamble enabled.
;1; Preamble (32 ones) is not prepended to the MII management frame.
6-1 MII_SPEED;MII Speed
;Controls the frequency of the MII management interface clock (MDC) relative to the internal module clock. A value of 0 in this field turns off MDC and leaves it in low voltage state. Any non-zero value results in the MDC frequency of:
;1/((MII_SPEED + 1) x 2) of the internal module clock frequency
0 Reserved;This field is reserved.
;This read-only field is reserved and always has the value 0.

ENET_MIBC field descriptions;
31 MIB_DIS;Disable MIB Logic
;If this control field is set, the MIB logic halts and does not update any MIB counters.
30 MIB_IDLE;MIB Idle
;If this status field is set, the MIB block is not currently updating any MIB counters.
29 MIB_CLEAR;MIB Clear
;If set, all statistics counters are reset to 0.
;NOTE: This field is not self-clearing. To clear the MIB counters set and then clear the field.
28-0 Reserved;This field is reserved.
;This read-only field is reserved and always has the value 0.

ENET_RCR field descriptions;
31 GRS;Graceful Receive Stopped
;Read-only status indicating that the MAC receive datapath is stopped.
30 NLC;Payload Length Check Disable Enables/disables a payload length check.
;0; The payload length check is disabled.
;1; The core checks the frame's payload length with the frame length/type field. Errors are indicated in the EIR[PLC] field.
29-16 MAX_FL;Maximum Frame Length
;Resets to decimal 1518. Length is measured starting at DA and includes the CRC at the end of the frame. Transmit frames longer than MAX_FL cause the BABT interrupt to occur. Receive frames longer than MAX_FL cause the BABR interrupt to occur and set the LG field in the end of frame receive buffer descriptor. The recommended default value to be programmed is 1518 or 1522 if VLAN tags are supported.
15 CFEN;MAC Control Frame Enable
;Enables/disables the MAC control frame.
;0; MAC control frames with any opcode other than 0x0001 (pause frame) are accepted and forwarded to the client interface.
;1; MAC control frames with any opcode other than 0x0001 (pause frame) are silently discarded.
14 CRCFWD;Terminate/Forward Received CRC
;Specifies whether the CRC field of received frames is transmitted or stripped.
;NOTE: If padding function is enabled (PADEN = 1), CRCFWD is ignored and the CRC field is checked and always terminated and removed.
;0; The CRC field of received frames is transmitted to the user application.
;1; The CRC field is stripped from the frame.
13 PAUFWD;Terminate/Forward Pause Frames
;Specifies whether pause frames are terminated or forwarded.
;0; Pause frames are terminated and discarded in the MAC.
;1; Pause frames are forwarded to the user application.
12 PADEN;Enable Frame Padding Remove On Receive
;Specifies whether the MAC removes padding from received frames.
;0; No padding is removed on receive by the MAC.
;1; Padding is removed from received frames.
11-10 Reserved;This field is reserved.
;This write-only field is reserved. It must always be written with the value 0.
9 RMII_10T;Enables 10-Mbps mode of the RMII .
;0; 100 Mbps operation.
;1; 10 Mbps operation.
8 RMII_MODE;RMII Mode Enable
;Specifies whether the MAC is configured for MII mode or RMII operation .
;0; MAC configured for MII mode.
;1; MAC configured for RMII operation.
7 Reserved;This field is reserved.
;This write-only field is reserved. It must always be written with the value 0.
6 Reserved;This field is reserved.
;This write-only field is reserved. It must always be written with the value 0.
5 FCE;Flow Control Enable
;If set, the receiver detects PAUSE frames. Upon PAUSE frame detection, the transmitter stops transmitting data frames for a given duration.
4 BC_REJ;Broadcast Frame Reject
;If set, frames with destination address (DA) equal to 0xFFFF_FFFF_FFFF are rejected unless the PROM field is set. If BC_REJ and PROM are set, frames with broadcast DA are accepted and the MISS (M) is set in the receive buffer descriptor.
3 PROM;Promiscuous Mode
;All frames are accepted regardless of address matching.
;0; Disabled. 
;1; Enabled.
2 MII_MODE; Media Independent Interface Mode 
;This field must always be set.
;0; Reserved;
;1; MII or RMII mode, as indicated by the RMII_MODE field.
1 DRT;Disable Receive On Transmit
;0; Receive path operates independently of transmit. Used for full-duplex or to monitor transmit activity in half-duplex mode.
;1; Disable reception of frames while transmitting. Normally used for half-duplex mode.
0 LOOP;Internal Loopback
;This is an MII internal loopback, therefore MII_MODE must be written to 1 and RMII_MODE must be written to 0.
;0; Loopback disabled.
;1; Transmitted frames are looped back internal to the device and transmit MII output signals are not asserted. DRT must be cleared.

ENET_TCR field descriptions;
31-11 Reserved;This field is reserved.
;This read-only field is reserved and always has the value 0.
10 Reserved;This field is reserved.
;This field is read/write and must be set to 0.
9 CRCFWD;Forward Frame From Application With CRC 
;0; TxBD[TC] controls whether the frame has a CRC from the application.
;1; The transmitter does not append any CRC to transmitted frames, as it is expecting a frame with CRC from the application.
8 ADDINS;Set MAC Address On Transmit
;0; The source MAC address is not modified by the MAC.
;1; The MAC overwrites the source MAC address with the programmed MAC address according to ADDSEL.
7-5 ADDSEL;Source MAC Address Select On Transmit
;If ADDINS is set, indicates the MAC address that overwrites the source MAC address.
;000; Node MAC address programmed on PADDR1/2 registers. 
;100; Reserved.
;101; Reserved.
;110; Reserved.
4 RFC_PAUSE;Receive Frame Control Pause
;This status field is set when a full-duplex flow control pause frame is received and the transmitter pauses for the duration defined in this pause frame. This field automatically clears when the pause duration is complete.
3 TFC_PAUSE;Transmit Frame Control Pause
;Pauses frame transmission. When this field is set, EIR[GRA] is set. With transmission of data frames stopped, the MAC transmits a MAC control PAUSE frame. Next, the MAC clears TFC_PAUSE and resumes transmitting data frames. If the transmitter pauses due to user assertion of GTS or reception of a PAUSE frame, the MAC may continue transmitting a MAC control PAUSE frame.
;0; No PAUSE frame transmitted.
;1; The MAC stops transmission of data frames after the current transmission is complete.
2 FDEN;Full-Duplex Enable
;If this field is set, frames transmit independent of carrier sense and collision inputs. Only modify this bit when ECR[ETHEREN] is cleared.
1 Reserved;This field is reserved.
;This write-only field is reserved. It must always be written with the value 0.
0 GTS;Graceful Transmit Stop
;When this field is set, MAC stops transmission after any frame currently transmitted is complete and EIR[GRA] is set. If frame transmission is not currently underway, the GRA interrupt is asserted immediately. After transmission finishes, clear GTS to restart. The next frame in the transmit FIFO is then transmitted. If an early collision occurs during transmission when GTS is set, transmission stops after the collision. The frame is transmitted again after GTS is cleared. There may be old frames in the transmit FIFO that transmit when GTS is reasserted. To avoid this, clear ECR[ETHEREN] following the GRA interrupt.

ENET_PALR field descriptions;
31-0 PADDR1;Pause Address
;Bytes 0 (bits 31:24), 1 (bits 23:16), 2 (bits 15:8), and 3 (bits 7:0) of the 6-byte individual address are used for exact match and the source address field in PAUSE frames.

ENET_PAUR field descriptions;
31-16 PADDR2;Bytes 4 (bits 31:24) and 5 (bits 23:16) of the 6-byte individual address used for exact match, and the source address field in PAUSE frames.
15-0 TYPE;Type Field In PAUSE Frames
;These fields have a constant value of 0x8808.

ENET_OPD field descriptions;
