400B_901C;Channel n Status And Control (FTM3_C2SC);32;R/W;0000_0000h;
400B_9020;Channel n Value (FTM3_C2V);32;R/W;0000_0000h;
400B_9024;Channel n Status And Control (FTM3_C3SC);32;R/W;0000_0000h;
400B_9028;Channel n Value (FTM3_C3V);32;R/W;0000_0000h;
400B_902C;Channel n Status And Control (FTM3_C4SC);32;R/W;0000_0000h;
400B_9030;Channel n Value (FTM3_C4V);32;R/W;0000_0000h;
400B_9034;Channel n Status And Control (FTM3_C5SC);32;R/W;0000_0000h;
400B_9038;Channel n Value (FTM3_C5V);32;R/W;0000_0000h;
400B_903C;Channel n Status And Control (FTM3_C6SC);32;R/W;0000_0000h;
400B_9040;Channel n Value (FTM3_C6V);32;R/W;0000_0000h;
400B_9044;Channel n Status And Control (FTM3_C7SC);32;R/W;0000_0000h;
400B_9048;Channel n Value (FTM3_C7V);32;R/W;0000_0000h;
400B_904C;Counter Initial Value (FTM3_CNTIN);32;R/W;0000_0000h;
400B_9050;Capture And Compare Status (FTM3_STATUS);32;R/W;0000_0000h;
400B_9054;Features Mode Selection (FTM3_MODE);32;R/W;0000_0000h;
400B_9058;Synchronization (FTM3_SYNC);32;R/W;0000_0000h;
400B_905C;Initial State For Channels Output (FTM3_OUTINIT);32;R/W;0000_0000h;
400B_9060;Output Mask (FTM3_OUTMASK);32;R/W;0000_0000h;
400B_9064;Function For Linked Channels (FTM3_COMBINE);32;R/W;0000_0000h;
400B_9068;Deadtime Insertion Control (FTM3_DEADTIME);32;R/W;0000_0000h;
400B_906C;FTM External Trigger (FTM3_EXTTRIG);32;R/W;0000_0000h;
400B_9070;Channels Polarity (FTM3_POL);32;R/W;0000_0000h;
400B_9074;Fault Mode Status (FTM3_FMS);32;R/W;0000_0000h;
400B_9078;Input Capture Filter Control (FTM3_FILTER);32;R/W;0000_0000h;
400B_907C;Fault Control (FTM3_FLTCTRL);32;R/W;0000_0000h;
400B_9080;Quadrature Decoder Control And Status (FTM3_QDCTRL);32;R/W;0000_0000h;
400B_9084;Configuration (FTM3_CONF);32;R/W;0000_0000h;
400B_9088;FTM Fault Input Polarity (FTM3_FLTPOL);32;R/W;0000_0000h;
400B_908C;Synchronization Configuration (FTM3_SYNCONF);32;R/W;0000_0000h;
400B_9090;FTM Inverting Control (FTM3_INVCTRL);32;R/W;0000_0000h;
400B_9094;FTM Software Output Control (FTM3_SWOCTRL);32;R/W;0000_0000h;
400B_9098;FTM PWM Load (FTM3_PWMLOAD);32;R/W;0000_0000h;


====
FTMx_SC field descriptions;
7 TOF;Timer Overflow Flag
;Set by hardware when the FTM counter passes the value in the MOD register. The TOF bit is cleared by reading the SC register while TOF is set and then writing a 0 to TOF bit. Writing a 1 to TOF has no effect.
;If another FTM overflow occurs between the read and write operations. the write operation has no effect. therefore, TOF remains set indicating an overflow has occurred. In this case, a TOF interrupt request is not lost due to the clearing sequence for a previous TOF.
6 TOIE;Timer Overflow Interrupt Enable 
;Enables FTM overflow interrupts.
5 CPWMS;Center-Aligned PWM Select
;Selects CPWM mode. This mode configures the FTM to operate in Up-Down Counting mode. This field is write protected. It can be written only when MODE[WPDIS] = 1.
4-3 CLKS;Clock Source Selection
;Selects one of the three FTM counter clock sources.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
2-0 PS;Prescale Factor Selection
;Selects one of 8 division factors for the clock source selected by CLKS. The new prescaler factor affects the clock source on the next system clock cycle after the new value is updated into the register bits.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.

FTMx_CNT field descriptions;
15-0 COUNT; Counter Value 

FTMx_MOD field descriptions;
15-0 MOD; Modulo Value 

FTMx_CnSC field descriptions;
7 CHF;Channel Flag
;Set by hardware when an event occurs on the channel. CHF is cleared by reading the CSC register while CHnF is set and then writing a 0 to the CHF bit. Writing a 1 to CHF has no effect.
;If another event occurs between the read and write operations; the write operation has no effect; therefore; CHF remains set indicating an event has occurred. In this case a CHF interrupt request is not lost due to the clearing sequence for a previous CHF.
6 CHIE;Channel Interrupt Enable
;Enables channel interrupts.
5 MSB;Channel Mode Select
;Used for further selections in the channel logic. Its functionality is dependent on the channel mode. See Table 40-7.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
4 MSA;Channel Mode Select
;Used for further selections in the channel logic. Its functionality is dependent on the channel mode. See Table 40-7.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
3 ELSB;Edge or Level Select
;The functionality of ELSB and ELSA depends on the channel mode. See Table 40-7. This field is write protected. It can be written only when MODE[WPDIS] = 1.
2 ELSA;Edge or Level Select
;The functionality of ELSB and ELSA depends on the channel mode. See Table 40-7. This field is write protected. It can be written only when MODE[WPDIS] = 1.
0 DMA;DMA Enable
;Enables DMA transfers for the channel.

FTMx_CnV field descriptions;
15-0 VAL;Channel Value
;Captured FTM counter value of the input modes or the match value for the output modes

FTMx_CNTIN field descriptions;
15-0 INIT;Initial Value Of The FTM Counter 

FTMx_STATUS field descriptions;
7 CH7F;Channel 7 Flag
;See the register description.
6 CH6F;Channel 6 Flag
;See the register description.
;0; No channel event has occurred.
;1; A channel event has occurred.
5 CH5F;Channel 5 Flag
;See the register description.
4 CH4F;Channel 4 Flag
;See the register description.
3 CH3F;Channel 3 Flag
;See the register description.
2 CH2F;Channel 2 Flag
;See the register description.
1 CH1F;Channel 1 Flag
0 CH0F;Channel 0 Flag

FTMx_MODE field descriptions;
7 FAULTIE;Fault Interrupt Enable
;Enables the generation of an interrupt when a fault is detected by FTM and the FTM fault control is enabled.
;0;Fault control interrupt is disabled.
;1;Fault control interrupt is enabled.
6-5 FAULTM;Fault Control Mode
;Defines the FTM fault control mode.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
4 CAPTEST;Capture Test Mode Enable
;Enables the capture test mode.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
3 PWMSYNC;PWM Synchronization Mode
;PWM synchronization. The PWMSYNC bit configures the synchronization when SYNCMODE is 0.
2 WPDIS;Write Protection Disable
;When write protection is enabled (WPDIS = 0), write protected bits cannot be written. When write protection is disabled (WPDIS = 1); write protected bits can be written. The WPDIS bit is the negation of the WPEN bit. WPDIS is cleared when 1 is written to WPEN. WPDIS is set when WPEN bit is read as a 1 and then 1 is written to WPDIS. Writing 0 to WPDIS has no effect.
1 INIT;Initialize The Channels Output
;When a 1 is written to INIT bit the channels output is initialized according to the state of their corresponding bit in the OUTINIT register. Writing a 0 to INIT bit has no effect.
;The INIT bit is always read as 0.
0 FTMEN;FTM Enable
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
;0; Only the TPM-compatible registers (first set of registers) can be used without any restriction. Do not use the FTM-specific registers.
;1; All registers including the FTM-specific registers (second set of registers) are available for use with no restrictions.

FTMx_SYNC field descriptions;
7 SWSYNC;PWM Synchronization Software Trigger
;Selects the software trigger as the PWM synchronization trigger. The software trigger happens when a 1 is written to SWSYNC bit.
6 TRIG2;PWM Synchronization Hardware Trigger 2 
5 TRIG1;PWM Synchronization Hardware Trigger 1
;Enables hardware trigger 1 to the PWM synchronization. Hardware trigger 1 happens when a rising edge is detected at the trigger 1 input signal.
4 TRIG0;PWM Synchronization Hardware Trigger 0
;Enables hardware trigger 0 to the PWM synchronization. Hardware trigger 0 occurs when a rising edge is detected at the trigger 0 input signal.
3 SYNCHOM;Output Mask Synchronization
;Selects when the OUTMASK register is updated with the value of its buffer.
2 REINIT;FTM Counter Reinitialization By Synchronization (FTM counter synchronization)
;Determines if the FTM counter is reinitialized when the selected trigger for the synchronization is detected.
;The REINIT bit configures the synchronization when SYNCMODE is zero.
1 CNTMAX;Maximum Loading Point Enable
;Selects the maximum loading point to PWM synchronization. See Boundary cycle and loading points. If CNTMAX is 1; the selected loading point is when the FTM counter reaches its maximum value (MOD register).
0 CNTMIN;Minimum Loading Point Enable
;Selects the minimum loading point to PWM synchronization. See Boundary cycle and loading points. If CNTMIN is one; the selected loading point is when the FTM counter reaches its minimum value (CNTIN register).

FTMx_OUTINIT field descriptions;
7 CH7OI;Channel 7 Output Initialization Value
;Selects the value that is forced into the channel output when the initialization occurs.
6 CH6OI;Channel 7 Output Initialization Value
;Selects the value that is forced into the channel output when the initialization occurs.
5 CH5OI;Channel 7 Output Initialization Value
;Selects the value that is forced into the channel output when the initialization occurs.
4 CH4OI;Channel 7 Output Initialization Value
;Selects the value that is forced into the channel output when the initialization occurs.
3 CH3OI;Channel 7 Output Initialization Value
;Selects the value that is forced into the channel output when the initialization occurs.
2 CH2OI;Channel 7 Output Initialization Value
;Selects the value that is forced into the channel output when the initialization occurs.
1 CH1OI;Channel 7 Output Initialization Value
;Selects the value that is forced into the channel output when the initialization occurs.
0 CH0OI;Channel 7 Output Initialization Value
;Selects the value that is forced into the channel output when the initialization occurs.

FTMx_OUTMASK field descriptions;
7 CH7OM;Channel 7 Output Mask
;Defines if the channel output is masked or unmasked.
6 CH6OM;Channel 7 Output Mask
;Defines if the channel output is masked or unmasked.
5 CH5OM;Channel 7 Output Mask
;Defines if the channel output is masked or unmasked.
4 CH4OM;Channel 7 Output Mask
;Defines if the channel output is masked or unmasked.
3 CH3OM;Channel 7 Output Mask
;Defines if the channel output is masked or unmasked.
2 CH2OM;Channel 7 Output Mask
;Defines if the channel output is masked or unmasked.
1 CH1OM;Channel 7 Output Mask
;Defines if the channel output is masked or unmasked.
0 CH0OM;Channel 7 Output Mask
;Defines if the channel output is masked or unmasked.

FTMx_COMBINE field descriptions;
30 FAULTEN3;Fault Control Enable For n = 6
;Enables the fault control in channels (n) and (n+1).
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
29 SYNCEN3;Synchronization Enable For n = 6
;Enables PWM synchronization of registers C(n)V and C(n+1)V.
28 DTEN3;Deadtime Enable For n = 6
;Enables the deadtime insertion in the channels (n) and (n+1).
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
27 DECAP3;Dual Edge Capture Mode Captures For n = 6
;Enables the capture of the FTM counter value according to the channel (n) input event and the configuration of the dual edge capture bits.
26 DECAPEN3;Dual Edge Capture Mode Enable For n = 6
;Enables the Dual Edge Capture mode in the channels (n) and (n+1). This bit reconfigures the function of MSnA; ELSnB:ELSnA and ELS(n+1)B:ELS(n+1)A bits in Dual Edge Capture mode according to Table 40-7.
25 COMP3;Complement Of Channel (n) for n = 6
;Enables Complementary mode for the combined channels. In Complementary mode the channel (n+1) output is the inverse of the channel (n) output.
24 COMBINE3;Combine Channels For n = 6
;Enables the combine feature for channels (n) and (n+1).
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
22 FAULTEN2;Fault Control Enable For n = 4
;Enables the fault control in channels (n) and (n+1).
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
21 SYNCEN2;Synchronization Enable For n = 4
;Enables PWM synchronization of registers C(n)V and C(n+1)V.
20 DTEN2;Deadtime Enable For n = 4
;Enables the deadtime insertion in the channels (n) and (n+1).
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
19 DECAP2;Dual Edge Capture Mode Captures For n = 4
;Enables the capture of the FTM counter value according to the channel (n) input event and the configuration of the dual edge capture bits.
;This field applies only when FTMEN = 1 and DECAPEN = 1.
;DECAP bit is cleared automatically by hardware if dual edge capture - one-shot mode is selected and when the capture of channel (n+1) event is made.
18 DECAPEN2;Dual Edge Capture Mode Enable For n = 4
;Enables the Dual Edge Capture mode in the channels (n) and (n+1). This bit reconfigures the function of MSnA; ELSnB:ELSnA and ELS(n+1)B:ELS(n+1)A bits in Dual Edge Capture mode according to Table 40-7.
;This field applies only when FTMEN = 1.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
17 COMP2;Complement Of Channel (n) For n = 4
;Enables Complementary mode for the combined channels. In Complementary mode the channel (n+1) output is the inverse of the channel (n) output.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
16 COMBINE2;Combine Channels For n = 4
;Enables the combine feature for channels (n) and (n+1).
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
14 FAULTEN1;Fault Control Enable For n = 2
;Enables the fault control in channels (n) and (n+1).
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
13 SYNCEN1;Synchronization Enable For n = 2
;Enables PWM synchronization of registers C(n)V and C(n+1)V.
12 DTEN1;Deadtime Enable For n = 2
;Enables the deadtime insertion in the channels (n) and (n+1).
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
11 DECAP1;Dual Edge Capture Mode Captures For n = 2
;Enables the capture of the FTM counter value according to the channel (n) input event and the configuration of the dual edge capture bits.
;This field applies only when FTMEN = 1 and DECAPEN = 1.
;DECAP bit is cleared automatically by hardware if Dual Edge Capture - One-Shot mode is selected and when the capture of channel (n+1) event is made.
10 DECAPEN1;Dual Edge Capture Mode Enable For n = 2
;Enables the Dual Edge Capture mode in the channels (n) and (n+1). This bit reconfigures the function of MSnA; ELSnB:ELSnA and ELS(n+1)B:ELS(n+1)A bits in Dual Edge Capture mode according to Table 40-7.
;This field applies only when FTMEN = 1.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
9 COMP1;Complement Of Channel (n) For n = 2
;Enables Complementary mode for the combined channels. In Complementary mode the channel (n+1) output is the inverse of the channel (n) output.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
8 COMBINE1;Combine Channels For n = 2
;Enables the combine feature for channels (n) and (n+1).
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
6 FAULTEN0;Fault Control Enable For n = 0
;Enables the fault control in channels (n) and (n+1).
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
5 SYNCEN0;Synchronization Enable For n = 0
;Enables PWM synchronization of registers C(n)V and C(n+1)V.
4 DTEN0;Deadtime Enable For n = 0
;Enables the deadtime insertion in the channels (n) and (n+1).
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
3 DECAP0;Dual Edge Capture Mode Captures For n = 0
;Enables the capture of the FTM counter value according to the channel (n) input event and the configuration of the dual edge capture bits.
;This field applies only when FTMEN = 1 and DECAPEN = 1.
;DECAP bit is cleared automatically by hardware if dual edge capture - one-shot mode is selected and when the capture of channel (n+1) event is made.
2 DECAPEN0;Dual Edge Capture Mode Enable For n = 0
;Enables the Dual Edge Capture mode in the channels (n) and (n+1). This bit reconfigures the function of MSnA; ELSnB:ELSnA and ELS(n+1)B:ELS(n+1)A bits in Dual Edge Capture mode according to Table 40-7.
;This field applies only when FTMEN = 1.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
1 COMP0;Complement Of Channel (n) For n = 0
;Enables Complementary mode for the combined channels. In Complementary mode the channel (n+1) output is the inverse of the channel (n) output.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
0 COMBINE0;Combine Channels For n = 0
;Enables the combine feature for channels (n) and (n+1).
;This field is write protected. It can be written only when MODE[WPDIS] = 1.

FTMx_DEADTIME field descriptions;
7-6 DTPS;Deadtime Prescaler Value
;Selects the division factor of the system clock. This prescaled clock is used by the deadtime counter. This field is write protected. It can be written only when MODE[WPDIS] = 1.
5-0 DTVAL;Deadtime Value
;Selects the deadtime insertion value for the deadtime counter. The deadtime counter is clocked by a scaled version of the system clock. See the description of DTPS.

FTMx_EXTTRIG field descriptions;
7 TRIGF;Channel Trigger Flag
;Set by hardware when a channel trigger is generated. Clear TRIGF by reading EXTTRIG while TRIGF is set and then writing a 0 to TRIGF. Writing a 1 to TRIGF has no effect.
;If another channel trigger is generated before the clearing sequence is completed; the sequence is reset so TRIGF remains set after the clear sequence is completed for the earlier TRIGF.
6 INITTRIGEN;Initialization Trigger Enable
;Enables the generation of the trigger when the FTM counter is equal to the CNTIN register.
5 CH1TRIG;Channel 1 Trigger Enable
;Enables the generation of the channel trigger when the FTM counter is equal to the CnV register.
4 CH0TRIG;Channel 0 Trigger Enable
;Enables the generation of the channel trigger when the FTM counter is equal to the CnV register.
3 CH5TRIG;Channel 5 Trigger Enable
;Enables the generation of the channel trigger when the FTM counter is equal to the CnV register.
2 CH4TRIG;Channel 4 Trigger Enable
;Enables the generation of the channel trigger when the FTM counter is equal to the CnV register.
1 CH3TRIG;Channel 3 Trigger Enable
;Enables the generation of the channel trigger when the FTM counter is equal to the CnV register.
0 CH2TRIG;Channel 2 Trigger Enable
;Enables the generation of the channel trigger when the FTM counter is equal to the CnV register.

FTMx_POL field descriptions;
7 POL7;Channel 7 Polarity
;Defines the polarity of the channel output.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
6 POL6;Channel 6 Polarity
;Defines the polarity of the channel output.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
5 POL5;Channel 5 Polarity
;Defines the polarity of the channel output.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
4 POL4;Channel 4 Polarity
;Defines the polarity of the channel output.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
3 POL3;Channel 3 Polarity
;Defines the polarity of the channel output.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
2 POL2;Channel 2 Polarity
;Defines the polarity of the channel output.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
1 POL1;Channel 1 Polarity
;Defines the polarity of the channel output.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
0 POL0;Channel 0 Polarity
;Defines the polarity of the channel output.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.

FTMx_FMS field descriptions;
7 FAULTF;Fault Detection Flag
;Represents the logic OR of the individual FAULTFj bits where j = 3; 2; 1; 0. Clear FAULTF by reading the FMS register while FAULTF is set and then writing a 0 to FAULTF while there is no existing fault condition at the enabled fault inputs. Writing a 1 to FAULTF has no effect.
6 WPEN;Write Protection Enable
;The WPEN bit is the negation of the WPDIS bit. WPEN is set when 1 is written to it. WPEN is cleared when WPEN bit is read as a 1 and then 1 is written to WPDIS. Writing 0 to WPEN has no effect.
5 FAULTIN;Fault Inputs
;Represents the logic OR of the enabled fault inputs after their filter (if their filter is enabled) when fault control is enabled.
